name,gender,meanings,origin
Alilyana,,"Variant of Eliana, possibly meaning 'my God has answered', 'God has answered' or 'the Lord has responded', Origin: Unknown, Gender: f",
Amilyn,f,"Beloved, Beautiful",English
Anaisabel,f,"Grace, beauty",Hebrew
Allysandra,f,"Defender of mankind, Protector of humanity",Greek
Aniayah,f,"Grace, Favor",Unknown
Aribah,f,"Intelligent, wise",Arabic
Armonni,f,Modern invention,Modern American
Archana,f,"Worship, Offering, Devotion",Sanskrit
Ashaya,f,"Hope, Life",Sanskrit
Avanicole,,,
Avalisse,f,"Desire, Ambitious, Lively",
Banu,f,"Lady, Princess",Persian
Avorie,f,"Strong, unique, precious",English
Ayvee,f,"Variant of Ava, Like a bird, Life, Living, Alive",
Braely,f,Modern invention,American
Baylea,f,"Meadow, Bailiff's meadow",English
Brendaly,f,"Variant of Brenda, Sword, Hill, Hilltop","Gaelic, Irish, English"
Brookelynne,f,"Derived from the name Brooklyn, possibly meaning 'broken land' or 'stream by the lake'",Unknown
Brittish,f,"From Britain, of Britain, British",English
Callalily,f,"Symbol of beauty, purity, and sweetness",English
Carolynne,f,"Free man, strong, womanly",Germanic
Catileya,f,Unknown,Unknown
Caylah,f,"Variant of Kayla, pure, beloved",Unknown
Chella,f,Unknown,Unknown
Cindi,f,"Moon, Light, Bright, Form of Cynthia",Greek
Cristin,f,Follower of Christ,Irish
Darra,f,"Fruitful, fertile",Irish
Crystiana,f,"Variant of Christiana, follower of Christ",Greek
Cyara,f,"Modern creation, or unknown",Unknown
Daysie,f,"Daisy flower, from the name of the flower",English
Dayva,f,"Beloved, Cherished",English
Derionna,f,"Gift, from the sea",Unknown
Demeria,f,Uncertain,Uncertain
Denaya,f,"Divine, Beautiful",American
Dayzee,f,"Derived from the word daisy, meaning ""day's eye"", symbolizing freshness and innocence",English
Eiko,f,"Child of splendor, Prosperity, Blessing",Japanese
Eriyonna,f,Unknown,Unknown
Emmalisa,f,"Industrious, noble",Germanic
Gazal,f,"Poem, Verse, Love song",Persian
Eveyln,f,"Uncertain, possibly 'wished for child' or 'hazelnut'","Uncertain, possibly English, Welsh, or Irish"
Geri,f,"Spear, Brave, Mighty",Germanic
Ghaida,f,"Fragrant, Beautiful",Arabic
Giahan,,Unknown,Unknown
Giannella,f,God is gracious,"Italian, Hebrew"
Hazelanne,f,Derived from the names Hazel and Anne,English
Heliana,f,"Sun ray, shining light",Greek
Grisha,m,"Watchful, Vigilant",Slavic
Hend,m,"Ruler, commander, leader",Old Norse
Hialeah,f,Uncertain,Native American
Idhika,f,Unknown,Unknown
Imarah,f,"Princess, Leader, Noble",Arabic
Iselin,f,Unknown,Norwegian
Jailia,f,Unknown,Unknown
Javiana,f,modern invented name,
Jaylyne,f,Unknown,Unknown
Jelany,m,Unknown,Unknown
Jeena,f,God is gracious,Hebrew
Jessamyn,f,"Jasmine, Perfume","English, Persian"
Jessalee,f,Combination of Jess and Lee,American
Jleigh,,,
Josephyne,f,God will increase,Hebrew
Kajsiab,Unknown,Unknown,Unknown
Juliahna,f,"Youthful, Jove's child",Latin
Kadison,m,"Son of Kade, Descendant of Kade",English
Kaliea,f,Uncertain,Hawaiian
Kalessi,f,"Strong, Leader, Queen","Fictional, Derived from the name Daenerys Targaryen in Game of Thrones"
Kamlyn,f,Modern invention,Modern English
Karilyn,f,Modern invented name,
Karlah,f,"Strong, free, womanly",German
Kelliana,f,"Warrior, Graceful",Irish
Kaydynce,f,Modern invention,
Kaura,f,Unknown,Unknown
Kassady,f,"clever, vigilant",Irish
Kentleigh,m,From the king's meadow,English
Keria,Unknown,Unknown,Unknown
Kerrie,f,"Dark, Dusky",Gaelic
Koey,Unknown,Unknown,Unknown
Klyn,Unknown,Unknown,Unknown
Keyarra,f,Modern invention,"Uncertain, possibly a modern combination of syllables"
Koriana,f,Unknown,Unknown
Kritisha,f,Unknown,Unknown
Kyleana,f,"Noble, slender",Gaelic
Lehna,f,"Graceful, Dedicated, Compassionate",Arabic
Kylieann,f,"From the name Kyle and Ann, possibly meaning 'noble' or 'beautiful'",Combination of English and Hebrew origins
Lilykate,f,Combination of Lily and Kate,English
Lizah,f,Consecrated to God,Hebrew
Lucretia,f,"Bringer of light, victorious, famous",Latin
Lizabella,f,"God of plenty, consecrated to God","Hebrew, English"
Lorine,f,"Variant of Lorraine, uncertain meaning",French
Ma,f,"Grace, beauty, supervisor, princess",Chinese
Madely,f,No specific meaning,English
Marjona,f,unknown,unknown
Malayja,f,The meaning of Malayja is unknown,Unknown
Meradith,f,From the sea,Welsh
Mafata,,,
Meissa,f,Shining star,Arabic
Michonne,f,Unknown,Unknown
Morgane,f,"sea circle, bright or white sea, edge of the sea",Celtic
Naylaa,f,"One who achieves her goals, Successful",Arabic
Nahlah,f,Unknown,Unknown
Nancie,f,"grace, favor",French
Nevaehrose,,,
Munachiso,m,"God's will, God's plan",Igbo (Nigerian)
Nihitha,f,Unknown,Unknown
Ngun,Unknown,Unknown,Unknown
Nevia,f,"Snow, white, pure",Latin
Nyayla,f,Unknown,Unknown
Noran,f,"Light, Modern, Sunshine",Arabic
Nyila,f,"desire, longing",African
Onnika,f,Unknown,Unknown
Patti,f,"Noble, Strong",Latin
Orya,f,"Light, radiant",Hebrew
Rachana,f,"Creation, Forming, Innovation",Sanskrit
Raigyn,f,"Unique, Modern, Trendy",
Remilia,f,unknown,unknown
Rhemy,Unknown,Unknown,Unknown
Reyanshi,f,"Notable, Respected, Beloved",Sanskrit
Rionna,f,"Queenly, Royal, Noble",Irish
Rishvi,Unknown,Unknown,Unknown
Rosealeigh,f,Combination of Rose and Leigh,English
Sanaz,f,"Charming, Graceful",Persian
Savine,f,Of the juniper tree,Latin
Sebella,f,Unknown,Unknown
Shadae,f,"Beautiful, admired",Unknown
Sheindy,f,"Beautiful, Graceful",Yiddish
Sheyenne,f,Unknown,Unknown
Solarah,f,"Variant of Solaris, meaning of the sun",Unknown
Shiyu,m,"Ambition, Perseverance",Chinese
Sreya,f,"Beloved, Auspicious",Sanskrit
Svana,f,"young woman, young girl",Norse
Talayeh,f,"Sun, Shine, Radiance",Persian
Tanvitha,f,Hindu goddess,Sanskrit
Taylore,m/f,"Tailor, Cutter, Maker",English
Taylormarie,f,"Tailor, Marie","English, French"
Tejasvi,m/f,"Radiant, Bright, Luminous",Sanskrit
Temprance,f,"Moderation, self-restraint, temperance",Latin
Trinitie,f,Holy Trinity,Latin
Victorie,f,victory,Latin
Tyriana,f,Unknown,Unknown
Vaniah,m,God is gracious,Hebrew
Trish,f,"Noble, Patrician",English
Tytianna,f,Unknown,Unknown
Zalah,Unknown,Unknown,Unknown
Yanieliz,f,Unknown,Unknown
Yovana,f,God is gracious,Hebrew
Zulmy,f,Unknown,Unknown
Zulie,f,"Brilliant, Graceful",Arabic
Zyannah,f,Unknown,Unknown
Abigial,f,"Father's joy, My father is rejoicing",Hebrew
Aastha,f,"Faith, Trust, Hope",Sanskrit
Abrah,m,"father of multitude, exalted father",Hebrew
Abrienne,f,"Father of many, mountain of strength",Hebrew
Adalayna,f,"Noble, Graceful, Slender",Germanic
Adilena,f,"Noble, Kind, Honest",Germanic
Addelynne,f,"Noble, Graceful",English
Adhithi,f,Not Available,Not Available
Adylyn,f,"Noble, Kind",English
Ahed,m,"Promise, Demonstration",Arabic
Ahmarie,f,Uncertain,Uncertain
Ainzlee,,,
Aile,f,"Noble, Bright, Light","Irish, Gaelic"
Ajsa,f,undefined,Bosnian
Akeema,f,"Intelligent, Wise, Leader, Beautiful",Arabic
Akhira,f,"noble, dignified",Arabic
Alejandria,f,"Defender of mankind, Strong, Protector","Greek, Spanish"
Aleksia,f,"Defender of mankind, Helper, Protector",Greek
Alekhya,f,"Flawless, Pure, Intelligent",Sanskrit
Alexandrina,f,"Defender of mankind, Protector of humanity",Greek
Aleyshka,f,Unknown,Unknown
Alisanne,f,"Noble, Gracious",Unknown
Aliegha,,,
Alleson,f,"Son of All, Noble and Eager, Son of the All-powerful, Son of the noble one",English
Amielle,f,"Variant of Amiel, God of my people",Hebrew
Amythyst,f,Precious gemstone,English
Anayalee,f,"Graceful, Mercy",Spanish
Amita,f,"Infinite, Truth, Friend",Sanskrit
Angellee,f,Unknown,Unknown
Angelmarie,f,"Angel, Marie",
Amogha,m,"Pure, immaculate, flawless",Sanskrit
Aniyha,f,Unknown,Unknown
Anjalee,f,"Charming, Divine offering",Sanskrit
Annalene,f,"Gracious, Full of Grace","English, French"
Annecy,f,"Gracious, Full of Grace",French
Anjelika,f,"Variant of Angelica, meaning 'angelic' or 'like an angel'",Greek
Anqi,f,"Elegant, mysterious, beautiful",Chinese
Antaniyah,f,Uncertain,Uncertain
Anthonia,f,"highly praiseworthy, priceless, flourishing",Latin
Anwita,f,"Conceived, Unpredictable",Sanskrit
Apsara,f,"Heavenly nymph, Celestial maiden",Sanskrit
Anyfer,Unknown,Unknown,Unknown
Aquilla,m,"Eagle, Sharp, Intense",Latin
Arjwan,f,Unknown,Unknown
Ariagrace,f,Lion of grace,English
Arijana,f,Unknown,Unknown
Arezo,f,"Desire, Wish",Persian
Ataleigh,f,Uncertain,Uncertain
Atena,f,"Wisdom, knowledge, intelligence",Persian
Arni,m,"Eagle, Ruler",Old Norse
Atia,f,"Ancient, Antiquity",Latin
Aryannah,f,"Noble, Gracious, Strong",Unknown
Aubrina,f,"Noble, bear-like",Latin
Aundraya,f,Uncertain,Uncertain
Aunica,f,"Unique, special",Latin
Aubriegh,Unknown,Unknown,Unknown
Averygrace,f,"Noble, Graceful",English
Aylyn,f,"Graceful, beautiful",Turkish
Aylia,f,"Of the noble kind, Always with you",Unknown
Aylynn,f,"Variant of Aileen, Bright, Shining Light","Irish, English"
Ayzah,f,"Strong, Respected, Noble",Arabic
Azaneth,f,Uncertain,Uncertain
Azyia,f,Unknown,Unknown
Azlee,Undefined,Undefined,Undefined
Azelyn,f,Not specified,Not specified
Azza,f,"Strong, Powerful, Resolute",Arabic
Beimnet,f,Unknown,Ethiopian
Betzayda,f,Unknown,Unknown
Besa,f,"Oath, Promise",Albanian
Bilge,m/f,"wise, intelligent, discerning",Turkish
Briannie,f,"Strong, courageous",Irish
Brendaliz,f,"Brenda, Liz",English
Braniyah,f,"Strong, Virtuous, Exalted",Hebrew
Brayzlee,Unknown,Unkown,Unknown
Brandalyn,f,"Modern invention, possibly a blend of Brandon and Lynn",Modern English
Brisia,f,Unknown,Unknown
Britlyn,f,"Modern invention, possibly combination of Brittany and Lynn",English
Cambrielle,f,"From Wales, feminine version of the name Cambria",Welsh
Calyssa,f,"Beautiful, Lovely, Graceful",Greek
Brunella,f,"Brown-haired, Little brown one",Italian
Carolanne,f,"Free man, Strong, Gracious","Germanic, French"
Catilaya,,,
Celebrity,f,"Fame, Notable, Well-known",English
Chamberlyn,m,"Chamberlain, Steward of a household, Keeper of the chamber",English
Christmas,m,Refers to the Christian holiday celebrating the birth of Jesus Christ,English
Christlyn,f,follower of Christ,English
Coralline,f,"Variant of Coral, resembling coral, reef-like",English
Cyria,f,"Lord, sun",Greek
Daleny,f,From the valley meadow,English
Damyia,f,Uncertain,Unknown
Dalyce,f,Unknown,Unknown
Danait,f,"To be blessed, To be happy",Ethiopian
Darelyn,f,"Variant of Darlene, possibly meaning 'dearling' or 'darling', or a combination of Dare and Lynn",English
Dariona,f,Unknown,Unknown
Dashae,f,Combination of the names Da and Shae,American
Dashia,f,Gift of God,Greek
Dayanis,f,Unknown,Unknown
Danielly,f,God is my judge,Hebrew
Deriah,Unknown,Unknown,Unknown
Demyiah,f,Unknown,Unknown
Deona,f,"Divine, from the valley",English
Devri,f,Modern invention,English
Diari,Unknown,Unknown,Unknown
Djuna,f,Unknown,Unknown
Doriane,f,"gift, from the sea",Greek
Dyxie,f,Unknown,Unknown
Ehva,f,Uncertain,Uncertain
Eilleen,f,"Bright, shining, from the green meadow",Irish
Donella,f,ruler of the world,Scottish
Eiman,m/f,"Trust, Faith, Belief",Arabic
Eladia,f,"noble, honorable",Spanish
Elizamarie,f,Consecrated to God,Greek
Emayah,f,Unknown,Unknown
Emyrie,Unknown,Unknown,Unknown
Elsiana,f,The meaning of the name Elsiana is not known,
Eryan,Unknown,Unknown,Unknown
Eufemia,f,"fair speech, well-spoken",Greek
Ezoza,f,Unknown,Unknown
Fayga,f,"Bird, Radiant, Bright",Yiddish
Fadilah,f,"Virtuous, excellent, generous",Arabic
Faylen,f,"Fairy, Light, Moon",Irish
Franziska,f,"Free, from the Franks",German
Frumi,f,"Beloved, dear",Yiddish
Galylea,f,Uncertain,Uncertain
Geles,f,Unknown,Unknown
Gentree,m,"Variant of Gentry, Gentle, Treelike",English
Gilly,f,Bright promise,English
Goldi,f,"Golden, Wealthy",English
Greidy,f,Unknown,Unknown
Gretl,f,Pearl,German
Griselle,f,"Bearer of Christ, Gray warrior, Graceful, Protected by God","Gaelic, Spanish, French"
Gwenda,f,"Fair, Blessed",Welsh
Hafiza,f,"Guardian, Protector",Arabic
Haddi,m,Not available,Not available
Hagar,f,"forsaken, flight, wandering",Hebrew
Huma,f,"Bird of paradise, Phoenix",Persian
Hanvi,f,"Grace, charm, happiness",Sanskrit
Idalina,f,unknown,unknown
Hrisha,m,"Cheerful, Happy",Sanskrit
Hawley,m,"From the hedged meadow, clearing in the woods",English
Jadoir,Unknown,Unknown,Unknown
Imina,f,Unknown,Unknown
Iryna,f,"Peaceful, serene",Ukrainian
Jakayln,f,Modern invention,Modern American
Jakelyn,f,"Supplanter, May God protect, Fair, Beautiful",English
Jamese,m,Supplanter,Hebrew
Jamiria,f,Unknown,Unknown
Janesa,f,God's gracious gift,Unknown
Imery,Unknown,Unknown,Unknown
Janielis,f,God is gracious,Hebrew
Jasly,f,Unknown,Unknown
Jasmynn,f,"variant of Jasmine, fragrant flower",English
Jaydynn,m,Modern Invention,Modern American
Jayahna,f,God is gracious,Hebrew
Jayia,f,Unknown,Unknown
Jaylissa,f,Modern invention,Combination of Jay and Melissa
Jenay,f,Modern invention,American
Jenevi,f,Modern Invention,
Jennalynn,f,Modern combination of Jenna and Lynn,Modern American
Jermiya,m,Unknown,Unknown
Jericha,f,Not available,Not available
Jesika,f,"God beholds, Gift from God",Hebrew
Jewelianna,f,"Variant of Julianna, meaning 'youthful' or 'downy-bearded', Jewel-like",English
Jeylah,f,Unknown,Unknown
Jhordyn,f,"modern invention, variant of Jordan",English
Jingyi,f,quiet and graceful,Chinese
Jezabell,f,"Uncertain, possibly from Hebrew meaning 'not exalted', or related to the name Jezebel meaning 'unhusbanded'","Uncertain, possibly Hebrew or English"
Joniah,m,God is gracious,Hebrew
Josy,f,God will add,Hebrew
Josleny,f,"Variant of Joseline, God will add",Unknown
Jovienne,f,"Youthful, enthusiastic",Latin
Jozefina,f,"God will add, He will increase",Hebrew
Jovina,f,"Young, youth, happy",Latin
Kaelanie,f,"Pure, Clear, Bright",Hawaiian
Juleigh,f,"Youthful, Full of Energy",English
Kalisia,f,Unknown,Unknown
Kaleece,f,"Pure, Beloved",American
Kaleesa,f,Uncertain,Uncertain
Kalonnie,f,Unknown,Unknown
Kanella,f,"Cinnamon, Sweet, Beloved",Greek
Karaleigh,f,"Pure, Beloved",English
Karenna,f,"Pure, Beloved",English
Kareny,f,"Pure, beloved, graceful",Unknown
Kathyrn,f,"Pure, Clear, Bright",Gaelic
Karmon,m,"Song, Melody, Garden, Vineyard",Hebrew
Kashaf,f,"Revelation, Unveiling",Arabic
Kaydie,f,"Pure, battle maiden",Irish
Kayelyn,f,"Pure, Graceful",American
Keity,f,Unknown,Unknown
Keirstin,f,"Variant of Kirsten, follower of Christ",Scottish
Kayliegh,f,"Slender, beautiful, beloved",Gaelic
Kelty,m,"Warrior, From the woodland, Brave",English
Kendraya,,,
Kennzie,f,"Wisdom, Leader, Brave",Gaelic
Keyera,f,Unknown,Unknown
Kerlyn,f,"Variant of the name Carlin, possibly meaning 'little champion' or 'free man'",Irish
Keviana,f,Unknown,Unknown
Ketziah,f,"Cinnamon, Cassia tree",Hebrew
Keyshia,f,Uncertain,American
Khaniya,f,Unknown,Unknown
Klaryssa,f,"Bright, Clear, Famous",Greek
Kollette,f,"Victorious, People's victory",Greek
Korrin,f,"Spear, maiden","Latin, Gaelic"
Kristabelle,f,"follower of Christ, beautiful",Unknown
Krystalynn,f,"Crystal, Bright, Clear",English
Kycie,f,Unknown,Unknown
Kyiana,f,Unknown,Unknown
Kynnsley,f,Unknown,Unknown
Kymbrie,f,Possibly derived from the name of the region of Cumbria in England,English
Laureli,f,"Crowned with laurel, famed warrior",Latin
Leandrea,f,Combination of Lea and Andrea,American
Lesa,f,"Consecrated to God, Noble, Beloved",Hebrew
Lucianne,f,"Light, Graceful",French
Leyre,f,"Meadow, Clearing",Basque
Liandra,f,Blend of names Lia and Sandra,Greek
Lisabeth,f,"Consecrated to God, pledged to God",Hebrew
Lunagrace,f,"Luna: moon, Grace: elegance, kindness",Latin
Lysette,f,"Diminutive form of Elizabeth, God is my oath",French
Maevah,f,No specific meaning,Unknown
Luvia,f,Unknown,Unknown
Madyline,f,"From the name Magdalene, Tower, Woman from Magdala",Latin
Maggiemae,f,Pearl,English
Mahati,f,"Greatness, importance, fame",Sanskrit
Maizi,f,Unknown,Unknown
Makenzlie,f,created name,
Makenlei,f,No specific meanings found,English
Makenzly,f,"son of Coinneach, fire-born",Scottish
Makinsey,f,"son of Kenzie, warrior",Scottish
Makynzee,f,Unknown,Unknown
Malanna,f,Uncertain,Uncertain
Malinalli,f,"Grass, Princess, Queen",Nahuatl
Malyla,f,Unknown,Unknown
Manami,f,"Love, Affection, Beautiful, Elegance",Japanese
Maralynn,f,Combination of Mary and Lynn,English
Mariaines,,Uncertain,
Marili,f,"Uncertain, possibly bitter or rebellious",Greek
Marycruz,f,"Bitterness, Cross, Sea; Virgin, Pure, Beloved",Spanish
Maryevelyn,f,"Bitter, Wished for child",Hebrew
Mckinzley,f,"Son of the fair one, From the brightly meadow",Scottish
Meda,f,"Guardian, Strength",Latin
Meeya,f,"Beloved, Admired",Unknown
Merola,f,None,Italian
Miamarie,f,Uncertain,Uncertain
Merriam,f,"From the pleasant town, Beloved, Joyful",Latin
Mikia,f,Unknown,Unknown
Mireyda,f,Uncertain,Uncertain
Milleigh,f,Uncertain,English
Modesire,m,Unknown,Unknown
Momoko,f,"Peach child, hundred miles child",Japanese
Myesha,f,"Alive, Desirable",Arabic
Mykia,f,Uncertain,Uncertain
Myleena,f,Uncertain,Uncertain
Nahyla,f,Unknown,Unknown
Nakhyla,f,Unknown,Unknown
Naiylah,f,Unknown,Unknown
Namyah,f,Unknown,Unknown
Nandika,f,"Joyful, Delightful",Sanskrit
Narya,f,"Sunshine, Light, Beloved",Sanskrit
Natilynn,f,Unknown,Unknown
Nataya,f,Unknown,Unknown
Nayelly,f,Unknown,Unknown
Nesreen,f,Wild rose,Arabic
Niesha,f,Unknown,Unknown
Nikyah,f,Unknown,Unknown
Niliyah,f,Unknown,Unknown
Nevaiah,f,"Possibly a combination of Neva and Yah, meaning 'beautiful' and 'God' respectively","Unknown, possibly a modern American invention"
Odile,f,"Wealthy, fortunate, prosperity",French
Norelle,f,Modern invention,American
Oliviyah,f,Oliviyah,
Oluwatomi,f,"God is great, Wealth is great",Yoruba
Pansy,f,"Thought, Remembrance",English
Oyindamola,f,Wealth brings honor,Yoruba
Pailey,f,Unknown,Unknown
Paylen,m,Uncertain,Uncertain
Perrine,f,"Rock, Sea, Wave",Unknown
Persayus,,Unknown,
Paytynn,f,"Pagan, from the paddock, warrior",English
Pearle,f,"Precious, Gem, Pure",Latin
Petal,f,"Flower, delicate, soft",English
Rakell,f,"Strong leader, Beautiful",Unknown
Pranvi,f,Unknown,Unknown
Prabhleen,f,Radiant and absorbed in divine light,Sanskrit
Raleah,f,Unknown,Unknown
Rosaelia,f,Combination of Rosa and Elia,Spanish
Rennata,f,"Rebirth, born again",Latin
Roziyah,f,Unknown,Unknown
Rwby,,Unknown,Unknown
Rula,f,"calm, peace, companion",Arabic
Sainabou,f,"Praise, blessing",African
Sahithi,f,"Literature, Knowledge, Intelligence",Sanskrit
Saidah,f,"Happy, fortunate, prosperous",Arabic
Saloni,f,"Beautiful, Graceful",Sanskrit
Sa,f,"Possibly short form of Sarah or Sana, meaning ""princess"" or ""brilliant"", Origin uncertain",
Sameria,f,Unknown,Unknown
Sarahbella,f,"Princess, Beautiful, Pure, Noble",Hebrew
Samrah,f,"Princess, Pleasant, Joyful",Arabic
Sancia,f,"Holy, Sacred, Revered",Italian
Saralee,f,"Princess, joyful",Hebrew
Sarinah,f,Unknown,Unknown
Saviana,f,unknown,unknown
Seila,f,Unknown,Unknown
Serenah,f,"Princess, Serene, Calm",Hebrew
Sesen,f,lotus flower,Egyptian
Shagun,f,"auspicious, good omen",Sanskrit
Shalyn,f,No specific meaning found,Unknown
Shamaria,f,Unknown,Unknown
Shakirah,f,"Thankful, Grateful",Arabic
Shamika,f,Unknown,Unknown
Shannel,f,God is gracious,American
Sharron,f,"plain, variant of Sharon",Hebrew
Shena,f,"God is gracious, peaceful",Hebrew
Shruthi,f,"melody, beauty, knowledge",Sanskrit
Shwe,f,"Golden, Splendid",Burmese
Shyan,m,"Peaceful, tranquil",Unknown
Siloe,f,Unknown,Unknown
Siqi,f,unknown,Chinese
Silviana,f,Derived from the Latin word 'silva' meaning 'wood' or 'forest',Latin
Siloam,m/f,"Sent, spring of water, peaceful",Hebrew
Sitora,f,"Star, Beautiful, Unique",Persian
Skyland,,Combination of 'sky' and 'land',English
Sophiea,f,"Wisdom, Knowledge",Greek
Sreenidhi,f,"Prosperity, Wealth",Sanskrit
Sruthi,f,"Melody, Musical, Learning, Knowledge",Sanskrit
Souad,f,"happiness, good fortune",Arabic
Suyana,f,"Hope, Uniqueness, Love",Quechua
Taizlee,f,Unknown,Unknown
Syriyah,f,Unknown,Unknown
Tamila,f,"Palm tree, date palm",Arabic
Tamela,f,"Palm tree, Date palm",Hebrew
Tanitoluwa,m,"Wealth is from God, God's time is the best",Yoruba
Tanzila,f,unknown,unknown
Terralynn,f,Blend of Terra and Lynn,American
Taseefa,f,Unknown,Unknown
Tember,m,"Strong, Majestic",English
Timara,f,"Palm tree, Date palm",Unknown
Toriann,f,Modern combination of Tori and Ann,
Trevi,f,"From the Three Ways, Crossroads",Latin
Torriana,f,"Variant of Tori, combination of Tori and Anna",English
Toya,f,"door of light, bird of prey","Native American, Japanese"
Trinityrose,f,Combination of Trinity and Rose,English
Tuba,f,"Blessing, Sound of heaven",Arabic
Tyjah,f,Unknown,Unknown
Tris,m,Uncertain,Latin
